 WARN  Checking for updates failed (use `--debug` to see full error)
 HTTP  2/25/2026 11:02:39 PM ::1 GET /Group%2026.png
 HTTP  2/25/2026 11:02:39 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:02:58 PM ::1 GET /
 HTTP  2/25/2026 11:02:58 PM ::1 Returned 304 in 3 ms
 HTTP  2/25/2026 11:02:58 PM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  2/25/2026 11:02:58 PM ::1 GET /home.css
 HTTP  2/25/2026 11:02:58 PM ::1 Returned 404 in 3 ms
 HTTP  2/25/2026 11:02:58 PM ::1 GET /img1.png
 HTTP  2/25/2026 11:02:58 PM ::1 GET /Group%201.png
 HTTP  2/25/2026 11:02:58 PM ::1 Returned 304 in 3 ms
 HTTP  2/25/2026 11:02:58 PM ::1 Returned 200 in 6 ms
 HTTP  2/25/2026 11:02:58 PM ::1 Returned 304 in 3 ms
 HTTP  2/25/2026 11:02:58 PM ::1 GET /Group%202.png
 HTTP  2/25/2026 11:02:58 PM ::1 GET /Group%2023.png
 HTTP  2/25/2026 11:02:58 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:02:58 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:02:58 PM ::1 GET /Group%2022.png
 HTTP  2/25/2026 11:02:58 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:02:58 PM ::1 GET /home.js
 HTTP  2/25/2026 11:02:58 PM ::1 Returned 404 in 3 ms
 HTTP  2/25/2026 11:03:00 PM ::1 GET /Group%2021.png
 HTTP  2/25/2026 11:03:00 PM ::1 GET /Group%2020.png
 HTTP  2/25/2026 11:03:00 PM ::1 GET /Group%2011.png
 HTTP  2/25/2026 11:03:00 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:03:00 PM ::1 GET /Group%207.png
 HTTP  2/25/2026 11:03:00 PM ::1 Returned 304 in 5 ms
 HTTP  2/25/2026 11:03:00 PM ::1 GET /Vector%203.png
 HTTP  2/25/2026 11:03:00 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:03:00 PM ::1 GET /Group%2012.png
 HTTP  2/25/2026 11:03:00 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:03:00 PM ::1 Returned 304 in 97 ms
 HTTP  2/25/2026 11:03:00 PM ::1 Returned 304 in 101 ms
 HTTP  2/25/2026 11:03:00 PM ::1 GET /Group%2024.png
 HTTP  2/25/2026 11:03:00 PM ::1 GET /Group%2025.png
 HTTP  2/25/2026 11:03:00 PM ::1 Returned 304 in 5 ms
 HTTP  2/25/2026 11:03:00 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:03:00 PM ::1 GET /Group%2026.png
 HTTP  2/25/2026 11:03:00 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:08:34 PM ::1 GET /home.css
 HTTP  2/25/2026 11:08:34 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:08:34 PM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  2/25/2026 11:08:34 PM ::1 Returned 404 in 3 ms
 HTTP  2/25/2026 11:08:59 PM ::1 GET /
 HTTP  2/25/2026 11:08:59 PM ::1 Returned 304 in 5 ms
 HTTP  2/25/2026 11:08:59 PM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  2/25/2026 11:08:59 PM ::1 Returned 404 in 3 ms
 HTTP  2/25/2026 11:08:59 PM ::1 GET /home.css
 HTTP  2/25/2026 11:08:59 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:08:59 PM ::1 GET /Group%201.png
 HTTP  2/25/2026 11:08:59 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:08:59 PM ::1 GET /img1.png
 HTTP  2/25/2026 11:08:59 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:08:59 PM ::1 GET /Group%202.png
 HTTP  2/25/2026 11:08:59 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:08:59 PM ::1 GET /Group%2023.png
 HTTP  2/25/2026 11:08:59 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:09:00 PM ::1 GET /Group%2022.png
 HTTP  2/25/2026 11:09:00 PM ::1 GET /home.js
 HTTP  2/25/2026 11:09:00 PM ::1 GET /Group%2021.png
 HTTP  2/25/2026 11:09:00 PM ::1 GET /Group%2020.png
 HTTP  2/25/2026 11:09:00 PM ::1 Returned 304 in 5 ms
 HTTP  2/25/2026 11:09:00 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:09:00 PM ::1 Returned 304 in 3 ms
 HTTP  2/25/2026 11:09:00 PM ::1 Returned 404 in 6 ms
 HTTP  2/25/2026 11:09:00 PM ::1 GET /Group%2011.png
 HTTP  2/25/2026 11:09:00 PM ::1 GET /Group%207.png
 HTTP  2/25/2026 11:09:00 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:09:00 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:09:00 PM ::1 GET /Vector%203.png
 HTTP  2/25/2026 11:09:00 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:09:00 PM ::1 GET /Group%2012.png
 HTTP  2/25/2026 11:09:00 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:09:00 PM ::1 GET /Group%2024.png
 HTTP  2/25/2026 11:09:00 PM ::1 GET /Group%2025.png
 HTTP  2/25/2026 11:09:00 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:09:00 PM ::1 GET /Group%2026.png
 HTTP  2/25/2026 11:09:00 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:09:00 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:09:28 PM ::1 HEAD /script.js
 HTTP  2/25/2026 11:09:28 PM ::1 Returned 200 in 3 ms
 HTTP  2/25/2026 11:10:26 PM ::1 GET /
 HTTP  2/25/2026 11:10:26 PM ::1 Returned 200 in 2 ms
 HTTP  2/25/2026 11:11:59 PM ::1 GET /
 HTTP  2/25/2026 11:11:59 PM ::1 Returned 200 in 4 ms
 HTTP  2/25/2026 11:11:59 PM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  2/25/2026 11:11:59 PM ::1 Returned 404 in 2 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /p.css
 HTTP  2/25/2026 11:12:01 PM ::1 GET /p1.css
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 404 in 3 ms
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 404 in 4 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Group%201.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /img1.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Group%202.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Group%2023.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Group%2022.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Group%2021.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Screenshot%202025-12-04%20001749%202.png
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Group%2020.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Screenshot%202025-12-04%20003314%201.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 200 in 4 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Group%2011.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 3 ms
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 200 in 7 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Group%207.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 3 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Screenshot%202025-12-04%20004330%201.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 200 in 3 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Vector%203.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 11 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Group%2012.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /script.js
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 200 in 1 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Group%2024.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Group%2025.png
 HTTP  2/25/2026 11:12:01 PM ::1 GET /Group%2026.png
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /photo_2025-12-19_22-22-19.jpg
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /photo_2025-12-19_22-22-15.jpg
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:12:01 PM ::1 GET /photo_2025-12-19_22-22-04.jpg
 HTTP  2/25/2026 11:12:01 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:12:15 PM ::1 GET /
 HTTP  2/25/2026 11:12:15 PM ::1 Returned 304 in 5 ms
 HTTP  2/25/2026 11:12:15 PM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  2/25/2026 11:12:15 PM ::1 Returned 404 in 2 ms
 HTTP  2/25/2026 11:12:17 PM ::1 GET /p.css
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 404 in 8 ms
 HTTP  2/25/2026 11:12:17 PM ::1 GET /p1.css
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 404 in 3 ms
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Group%201.png
 HTTP  2/25/2026 11:12:17 PM ::1 GET /img1.png
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 14 ms
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 13 ms
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Group%202.png
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Group%2023.png
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Group%2022.png
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Group%2021.png
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 6 ms
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 7 ms
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 7 ms
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 5 ms
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Group%2020.png
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Group%2011.png
 HTTP  2/25/2026 11:12:17 PM ::1 GET /script.js
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 11 ms
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 7 ms
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Group%207.png
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Screenshot%202025-12-04%20001749%202.png
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Screenshot%202025-12-04%20003314%201.png
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Screenshot%202025-12-04%20004330%201.png
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 6 ms
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Vector%203.png
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Group%2012.png
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 5 ms
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 5 ms
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Group%2024.png
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Group%2025.png
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 14 ms
 HTTP  2/25/2026 11:12:17 PM ::1 GET /Group%2026.png
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 31 ms
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 13 ms
 HTTP  2/25/2026 11:12:17 PM ::1 GET /photo_2025-12-19_22-22-19.jpg
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:12:17 PM ::1 GET /photo_2025-12-19_22-22-15.jpg
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 3 ms
 HTTP  2/25/2026 11:12:17 PM ::1 GET /photo_2025-12-19_22-22-04.jpg
 HTTP  2/25/2026 11:12:17 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:39 PM ::1 GET /
 HTTP  2/25/2026 11:13:39 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:13:39 PM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  2/25/2026 11:13:39 PM ::1 Returned 404 in 2 ms
 HTTP  2/25/2026 11:13:40 PM ::1 GET /p.css
 HTTP  2/25/2026 11:13:40 PM ::1 GET /p1.css
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 200 in 3 ms
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 404 in 4 ms
 HTTP  2/25/2026 11:13:40 PM ::1 GET /Group%201.png
 HTTP  2/25/2026 11:13:40 PM ::1 GET /img1.png
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:40 PM ::1 GET /Group%202.png
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:40 PM ::1 GET /Group%2023.png
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:13:40 PM ::1 GET /script.js
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:40 PM ::1 GET /Group%2022.png
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:40 PM ::1 GET /Group%2021.png
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:40 PM ::1 GET /Group%2020.png
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:40 PM ::1 GET /Group%2011.png
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 304 in 3 ms
 HTTP  2/25/2026 11:13:40 PM ::1 GET /Group%207.png
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:40 PM ::1 GET /Screenshot%202025-12-04%20001749%202.png
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:40 PM ::1 GET /Screenshot%202025-12-04%20003314%201.png
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:13:40 PM ::1 GET /Screenshot%202025-12-04%20004330%201.png
 HTTP  2/25/2026 11:13:40 PM ::1 GET /Vector%203.png
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:40 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:13:41 PM ::1 GET /Group%2012.png
 HTTP  2/25/2026 11:13:41 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:41 PM ::1 GET /Group%2024.png
 HTTP  2/25/2026 11:13:41 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:13:41 PM ::1 GET /Group%2025.png
 HTTP  2/25/2026 11:13:41 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:41 PM ::1 GET /Group%2026.png
 HTTP  2/25/2026 11:13:41 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:41 PM ::1 GET /photo_2025-12-19_22-22-19.jpg
 HTTP  2/25/2026 11:13:41 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:41 PM ::1 GET /photo_2025-12-19_22-22-15.jpg
 HTTP  2/25/2026 11:13:41 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:13:41 PM ::1 GET /photo_2025-12-19_22-22-04.jpg
 HTTP  2/25/2026 11:13:41 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:15:55 PM ::1 GET /
 HTTP  2/25/2026 11:15:55 PM ::1 Returned 304 in 7 ms
 HTTP  2/25/2026 11:15:55 PM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  2/25/2026 11:15:55 PM ::1 Returned 404 in 1 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /p1.css
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 404 in 6 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /p.css
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Group%201.png
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /img1.png
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Group%202.png
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Group%2023.png
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Group%2022.png
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /script.js
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Group%2021.png
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Group%2020.png
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Group%2011.png
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 4 ms
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Group%207.png
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Screenshot%202025-12-04%20001749%202.png
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Screenshot%202025-12-04%20003314%201.png
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Screenshot%202025-12-04%20004330%201.png
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Vector%203.png
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Group%2012.png
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Group%2024.png
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Group%2025.png
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /Group%2026.png
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 1 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /photo_2025-12-19_22-22-19.jpg
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:15:57 PM ::1 GET /photo_2025-12-19_22-22-15.jpg
 HTTP  2/25/2026 11:15:57 PM ::1 GET /photo_2025-12-19_22-22-04.jpg
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 3 ms
 HTTP  2/25/2026 11:15:57 PM ::1 Returned 304 in 2 ms
 HTTP  2/25/2026 11:17:19 PM ::1 GET /
 HTTP  2/25/2026 11:17:19 PM ::1 Returned 200 in 2 ms
